Customer_ID,subscription_type,start_date,years_active,no_of_other_postpaid_accounts,frequent_availed_top_up_amount_30days,postpaid_plan_30days,monthly_revenue,no_of_top_ups_30days,last_date_top_up,days_since_last_two_top_ups,cellsite,no_of_days_subscribed_to_Call_Text_30days,no_of_days_subscribed_to_GoSurf_30days,no_of_days_subscribed_to_GoWatch_30days,no_of_days_subscribed_to_OtherApps_30days,total_hours_internet_usage_30days,total_hours_OtherApps_usage_30days,no_of_failed_Call_Text_30days,no_of_failed_Surfing_30days,no_of_failed_143hotline_30days,no_of_call_records_Complaint_30days,mins_of_call_records_Complaint_30days,no_of_logged_GlobeOne_30days,Survey_Score
0917-4438226883,prepaid,3/24/2013,6.3,0,100,0,300,2,5/23/2019,16,CN-19,21,26,17,16,252,171,9,29,7,1,10,22,0
0917-8493315646,prepaid,01/02/2010,9.57,0,15,0,64,4,05/02/2019,37,CN-4,7,2,0,0,254,134,6,5,20,10,5,30,0
0917-3072588726,prepaid,6/14/2010,9.11,0,100,0,500,5,4/15/2019,54,CN-8,15,9,18,13,3,161,18,19,2,6,9,18,7
0917-6744146072,postpaid,5/27/2015,4.09,0,400,599,999,1,5/16/2019,23,CN-8,23,3,11,1,110,83,11,26,20,5,3,28,10
0917-4071228521,prepaid,7/24/2009,10.02,0,100,0,100,2,4/26/2019,43,CN-13,0,3,3,0,189,217,24,17,5,4,24,7,0
0917-8101103170,postpaid,2/27/2018,1.29,0,2,999,1001,1,06/03/2019,5,CN-25,4,29,18,1,188,161,10,10,30,10,8,21,3
0917-9641350188,postpaid,2/28/2017,2.3,2,0,599,599,1,5/25/2019,14,CN-18,24,3,27,9,85,8,1,5,23,5,10,11,0
0917-8276485033,postpaid,8/27/2018,0.79,2,200,799,999,1,5/18/2019,21,CN-9,10,6,15,28,21,135,15,16,9,3,10,14,7
0917-5126793916,postpaid,12/19/2017,1.49,1,200,599,799,1,5/22/2019,17,CN-17,25,9,5,7,244,77,4,18,16,8,6,5,0
0917-2392895189,prepaid,8/31/2014,4.84,0,100,0,400,4,04/07/2019,62,CN-20,9,7,16,0,61,134,13,8,28,5,10,9,0
0917-7755660162,prepaid,7/28/2011,7.98,0,50,0,116,1,5/21/2019,18,CN-1,3,5,6,0,124,194,21,6,15,4,30,29,7
0917-5541498745,prepaid,05/12/2016,3.12,0,20,0,190,8,5/16/2019,23,CN-19,7,6,5,0,175,244,30,21,9,2,5,16,0
0917-5016933603,postpaid,4/16/2014,5.22,0,400,599,999,1,5/18/2019,21,CN-19,2,6,24,10,36,5,2,15,7,3,14,22,0
0917-8974696184,prepaid,7/21/2011,8,0,100,0,500,6,05/01/2019,38,CN-25,12,9,10,16,200,226,5,2,24,6,24,11,0
0917-8034812536,prepaid,5/20/2019,0.05,0,300,0,400,2,5/18/2019,21,CN-20,12,18,18,22,135,226,29,13,18,2,30,13,0
0917-9136866734,postpaid,02/06/2017,2.37,1,200,599,799,1,5/13/2019,26,CN-21,30,28,2,8,15,58,11,16,15,7,18,15,10
0917-4357072329,postpaid,3/13/2019,0.24,0,75,1999,2074,1,5/20/2019,19,CN-17,25,19,25,3,157,199,20,12,16,10,23,26,8
0917-7418022769,prepaid,1/28/2010,9.49,0,300,0,300,2,4/16/2019,53,CN-21,24,24,17,25,122,227,22,2,18,6,4,18,3
0917-7368787299,prepaid,6/14/2017,2.01,0,50,0,66,1,4/23/2019,46,CN-12,7,0,3,0,42,283,23,25,21,7,22,13,0
0917-5217518096,prepaid,7/14/2010,9.03,0,100,0,400,3,4/25/2019,44,CN-19,8,7,12,0,135,285,27,26,13,2,25,30,9
0917-3312409458,prepaid,7/27/2016,2.9,0,300,0,400,2,04/02/2019,67,CN-2,17,21,30,5,7,154,28,25,21,10,5,8,9
0917-5136539525,prepaid,11/01/2012,6.69,0,30,0,174,4,4/19/2019,50,CN-5,6,2,7,0,220,2,20,23,14,9,7,25,0
0917-4589398682,prepaid,08/01/2011,7.97,0,300,0,400,2,5/19/2019,20,CN-16,23,26,28,14,209,44,9,9,22,5,27,25,0
0917-1723878912,postpaid,5/23/2016,3.09,0,49,599,648,1,5/25/2019,14,CN-4,26,19,4,4,32,256,13,15,15,1,4,19,0
0917-6064579965,prepaid,12/06/2014,4.57,0,15,0,85,2,5/23/2019,16,CN-19,7,1,2,0,155,59,2,14,5,9,19,17,0
0917-5783203763,postpaid,1/13/2009,10.55,0,400,599,999,1,5/16/2019,23,CN-23,7,7,14,13,233,223,23,30,10,5,4,23,0
0917-2322224586,prepaid,5/25/2011,8.15,0,20,0,132,5,05/11/2019,28,CN-20,3,6,0,0,79,108,9,7,30,2,15,12,0
0917-4711262318,postpaid,8/25/2009,9.93,0,103,999,648,1,5/23/2019,16,CN-17,9,22,14,1,124,196,27,17,5,5,2,17,9
0917-9228356619,prepaid,12/12/2017,1.51,0,50,0,185,3,4/21/2019,48,CN-18,1,5,6,0,92,272,2,17,14,10,29,15,0
0917-3789522304,prepaid,10/07/2010,8.79,0,100,0,300,3,06/02/2019,6,CN-15,22,27,28,11,178,177,15,8,20,8,29,15,0
0917-1031067485,postpaid,05/01/2011,8.22,0,101,999,1100,1,5/16/2019,23,CN-25,5,4,22,8,206,291,29,29,28,5,1,20,0
0917-2878558564,prepaid,02/08/2017,2.36,0,300,0,400,2,05/11/2019,28,CN-17,29,9,25,27,34,269,21,15,16,8,7,18,3
0917-7928009418,postpaid,3/23/2012,7.31,5,200,599,799,1,5/26/2019,13,CN-13,17,11,28,11,152,260,30,12,28,1,23,20,8
0917-6259761182,postpaid,8/27/2011,7.89,1,0,599,599,1,5/25/2019,14,CN-15,24,23,29,23,234,289,5,29,4,3,4,30,0
0917-5887550023,postpaid,11/04/2012,6.69,0,101,599,700,1,5/20/2019,19,CN-13,21,18,22,4,166,201,15,19,20,7,16,16,7
0917-9544223849,prepaid,8/29/2018,0.79,0,300,0,700,2,5/15/2019,24,CN-21,14,18,7,0,227,1,10,4,10,9,3,3,0
0917-2649306793,prepaid,04/12/2015,4.22,0,100,0,500,4,5/25/2019,14,CN-10,24,16,12,14,208,207,6,20,25,2,19,13,0
0917-1498223288,prepaid,03/05/2011,8.38,0,500,0,731,2,4/27/2019,42,CN-23,25,8,21,8,47,47,21,11,25,6,23,7,9
0917-4299423463,prepaid,06/01/2014,5.09,0,100,0,300,3,06/05/2019,3,CN-22,7,16,15,0,295,118,18,30,14,9,28,19,3
0917-3806878323,prepaid,11/17/2010,8.68,0,300,0,399,2,4/28/2019,41,CN-4,10,28,8,9,272,33,4,4,30,8,3,1,0
0917-8668296690,postpaid,5/19/2018,1.07,0,101,799,900,1,5/29/2019,10,CN-25,16,5,24,9,165,62,14,14,25,2,25,26,0
0917-6109585697,prepaid,9/14/2015,3.79,0,20,0,155,1,5/28/2019,11,CN-15,2,1,3,0,98,215,13,12,7,5,6,27,8
0917-8814100548,prepaid,1/20/2015,4.44,0,50,0,197,2,5/25/2019,14,CN-19,2,2,3,0,89,199,19,7,15,2,4,29,7
0917-5491412357,prepaid,4/25/2013,6.21,0,100,0,300,4,05/12/2019,27,CN-20,11,16,19,10,163,217,27,5,4,2,7,3,9
0917-4487472445,postpaid,12/07/2018,0.51,0,144,799,943,1,5/25/2019,14,CN-1,21,12,25,9,16,298,4,15,6,4,24,27,9
0917-8037003670,prepaid,09/08/2016,2.79,0,100,0,400,3,5/31/2019,8,CN-25,16,14,20,28,120,172,9,4,11,5,16,28,9
0917-3792431610,postpaid,3/15/2016,3.28,0,300,1499,1799,1,5/24/2019,15,CN-7,13,18,28,30,27,80,7,4,20,9,27,27,0
0917-5991479509,prepaid,11/04/2017,1.61,0,100,0,400,2,4/23/2019,46,CN-25,27,9,11,4,98,194,1,2,17,9,17,5,0
0917-1772014582,prepaid,4/23/2018,1.14,0,50,0,139,1,4/20/2019,49,CN-25,4,0,7,0,48,141,23,30,22,10,5,10,7
0917-3213088085,postpaid,07/05/2012,7.02,2,0,599,599,1,06/02/2019,6,CN-16,21,1,6,18,103,15,16,11,13,1,25,18,0
0917-6911634467,prepaid,7/21/2015,3.94,0,100,0,200,2,05/06/2019,33,CN-25,1,2,1,0,260,8,11,27,13,1,5,16,10
0917-2264593766,prepaid,12/28/2013,5.52,0,300,0,440,2,05/06/2019,33,CN-1,20,20,28,13,181,57,16,26,19,10,20,29,9
0917-9361302758,prepaid,5/18/2010,9.19,0,100,0,500,3,4/30/2019,39,CN-15,28,22,19,28,146,76,22,12,3,2,16,20,0
0917-4961607701,postpaid,1/22/2009,10.52,0,169,799,968,1,05/12/2019,27,CN-22,15,22,12,23,245,52,2,16,8,9,15,8,9
0917-9403315923,prepaid,11/18/2010,8.68,0,100,0,300,3,4/18/2019,51,CN-24,21,26,26,25,270,16,29,6,8,8,21,26,0
0917-9586254716,prepaid,12/24/2017,1.47,0,50,0,64,1,5/18/2019,21,CN-14,6,3,1,0,194,277,16,15,21,4,3,7,7
0917-7965652646,prepaid,10/26/2009,9.75,0,50,0,64,1,06/02/2019,6,CN-21,2,1,3,0,232,115,10,27,8,4,30,20,7
0917-3111304512,prepaid,06/07/2018,1.02,0,20,0,124,5,04/01/2019,68,CN-5,2,0,2,0,145,211,19,7,16,9,10,23,0
0917-2281627066,postpaid,12/20/2009,9.6,0,200,599,799,1,5/25/2019,14,CN-14,16,17,12,30,32,34,2,11,22,1,11,9,0
0917-6508306958,prepaid,6/20/2017,1.99,0,100,0,400,3,5/22/2019,17,CN-15,15,28,29,24,14,177,14,14,2,7,16,16,10
0917-5104988029,prepaid,6/14/2009,10.13,0,100,0,700,2,04/08/2019,61,CN-13,30,26,19,20,282,57,10,11,7,2,9,26,0
0917-8683577311,postpaid,4/30/2016,3.15,0,228,799,1027,1,06/05/2019,3,CN-3,11,4,25,12,295,115,20,30,5,5,30,20,0
0917-8403541843,prepaid,5/16/2017,2.09,0,300,0,300,2,4/14/2019,55,CN-12,7,16,28,0,136,67,5,11,13,9,3,10,7
0917-8451804667,postpaid,8/13/2012,6.92,2,500,999,1499,1,05/12/2019,27,CN-11,29,8,18,24,13,232,14,8,22,2,24,22,0
0917-3781408615,postpaid,12/01/2010,8.64,1,103,999,1102,1,5/31/2019,8,CN-11,4,26,14,17,98,191,15,15,28,10,25,7,0
0917-8805395772,prepaid,9/17/2013,5.8,0,20,0,177,8,04/07/2019,62,CN-23,3,2,1,0,108,171,19,15,28,3,13,11,0
0917-6694506467,prepaid,12/05/2013,5.59,0,100,0,300,4,05/09/2019,30,CN-15,7,16,11,0,54,84,1,16,13,2,17,7,0
0917-3346194185,prepaid,02/04/2018,1.36,0,100,0,100,2,04/03/2019,66,CN-24,6,0,3,0,10,107,29,9,18,5,12,15,10
0917-8156566475,postpaid,1/22/2010,9.51,0,183,599,782,1,06/01/2019,7,CN-22,11,18,3,14,25,96,11,26,7,3,14,22,0
0917-1736485676,prepaid,11/19/2012,6.64,0,100,0,500,4,04/06/2019,63,CN-25,18,29,12,29,180,203,4,21,8,2,25,17,0
0917-2107880320,prepaid,7/14/2014,4.97,0,100,0,400,3,04/03/2019,66,CN-25,28,14,11,21,155,185,7,22,24,1,15,24,0
0917-2601389192,prepaid,9/27/2015,3.75,0,15,0,176,11,5/22/2019,17,CN-16,4,7,4,0,242,278,29,7,4,8,15,2,3
0917-9262656585,postpaid,04/05/2017,2.2,0,101,799,900,1,5/24/2019,15,CN-24,25,19,22,20,128,84,2,9,4,5,16,17,0
0917-3162083608,prepaid,9/14/2016,2.77,0,300,0,400,2,04/11/2019,58,CN-25,14,8,20,27,184,23,1,3,14,4,12,29,9
0917-5034016590,prepaid,11/13/2014,4.63,0,50,0,127,1,04/06/2019,63,CN-22,4,0,2,0,49,79,26,4,17,6,22,4,0
0917-6512874002,prepaid,4/20/2009,10.28,0,100,0,500,5,5/30/2019,9,CN-9,12,22,21,10,160,75,29,4,26,6,19,3,0
0917-9771808190,prepaid,01/01/2016,3.48,0,100,0,300,2,05/11/2019,28,CN-6,25,14,23,21,135,154,12,2,7,9,14,3,0
0917-8146110919,prepaid,07/10/2012,7.01,0,100,0,400,4,05/04/2019,35,CN-13,7,17,23,0,81,41,20,1,7,8,15,6,0
0917-8184603151,prepaid,3/25/2009,10.35,0,15,0,172,6,4/22/2019,47,CN-4,5,0,0,0,16,55,12,10,12,2,29,21,9
0917-1316487198,postpaid,08/02/2013,5.93,0,257,799,1056,1,5/30/2019,9,CN-24,29,2,10,30,118,76,20,24,24,1,10,9,7
0917-7708066147,postpaid,02/04/2014,5.42,1,192,599,791,1,06/03/2019,5,CN-15,22,11,2,3,118,250,29,8,24,3,8,13,0
0917-7863952904,postpaid,12/15/2015,3.53,0,501,599,1100,1,5/25/2019,14,CN-7,7,17,4,4,181,18,2,1,9,8,14,3,0
0917-7016140236,postpaid,3/17/2019,0.23,0,701,999,1700,1,5/22/2019,17,CN-19,8,29,25,23,109,37,27,9,30,10,25,21,0
0917-8548991012,prepaid,04/02/2018,1.2,0,500,0,570,2,04/01/2019,68,CN-6,29,9,11,14,5,104,7,18,13,2,22,8,9
0917-7038237068,prepaid,02/04/2012,7.45,0,100,0,400,2,05/05/2019,34,CN-17,29,8,18,7,296,61,15,25,21,3,7,22,0
0917-1832696660,prepaid,4/27/2014,5.19,0,20,0,169,8,04/01/2019,68,CN-4,3,0,5,0,97,140,11,13,9,3,28,27,0
0917-8254428852,prepaid,5/27/2013,6.12,0,100,0,400,4,4/19/2019,50,CN-3,23,13,9,18,149,145,26,19,24,6,6,6,0
0917-9725540769,prepaid,04/07/2010,9.3,0,300,0,300,2,5/23/2019,16,CN-25,18,15,25,20,201,242,30,16,8,5,9,4,7
0917-2166442257,postpaid,09/11/2014,4.81,1,200,599,799,1,5/25/2019,14,CN-3,29,6,19,1,176,293,8,22,22,6,6,9,9
0917-8093693346,prepaid,06/06/2013,6.09,0,30,0,104,2,04/02/2019,67,CN-10,0,4,2,0,271,85,14,19,16,5,19,3,9
0917-7906342602,prepaid,9/19/2011,7.83,0,100,0,400,3,05/10/2019,29,CN-15,12,19,28,10,242,228,3,2,4,9,26,5,5
0917-2293316308,prepaid,12/19/2011,7.58,0,100,0,500,6,04/09/2019,60,CN-10,25,26,27,26,30,16,4,6,20,3,7,24,3
0917-8141808069,postpaid,09/02/2013,5.85,0,200,599,799,1,5/18/2019,21,CN-6,23,21,26,12,12,275,22,21,5,8,5,23,0
0917-9106685888,prepaid,9/21/2015,3.77,0,300,0,500,2,4/15/2019,54,CN-6,18,12,11,7,183,20,28,20,30,2,1,1,3
0917-1786115854,prepaid,01/04/2009,10.57,0,300,0,544,2,5/25/2019,14,CN-1,13,22,24,5,266,157,17,24,13,10,12,8,0
0917-1349860834,prepaid,09/04/2015,3.81,0,30,0,54,1,05/02/2019,37,CN-1,7,1,0,0,203,284,26,5,7,4,8,12,0
0917-8608196261,postpaid,9/19/2015,3.77,0,129,1799,1928,1,5/25/2019,14,CN-21,12,9,25,5,78,31,1,7,27,7,10,30,3
0917-9845170719,prepaid,02/08/2018,1.35,0,15,0,71,2,5/17/2019,22,CN-3,1,2,2,0,55,110,29,9,1,10,22,25,9
0917-9532937024,prepaid,9/14/2017,1.75,0,100,0,700,6,5/13/2019,26,CN-16,30,29,24,7,90,232,23,17,12,2,29,10,0
0917-9825870614,prepaid,03/06/2019,0.26,0,500,0,500,2,4/15/2019,54,CN-1,12,20,26,3,148,200,18,1,17,8,18,17,3
0917-9794473767,prepaid,6/25/2018,0.97,0,100,0,300,4,4/27/2019,42,CN-13,8,13,22,15,129,154,16,22,11,6,12,16,9
0917-3033012696,prepaid,10/12/2016,2.69,0,100,0,400,5,4/30/2019,39,CN-2,7,24,16,0,113,223,3,2,28,5,14,8,0
0917-8993148059,prepaid,8/17/2011,7.92,0,100,0,500,5,4/24/2019,45,CN-20,12,19,18,27,177,106,9,12,28,6,28,24,8
0917-6919622023,prepaid,01/10/2015,4.47,0,100,0,1000,6,04/02/2019,67,CN-15,20,25,26,8,29,95,21,9,8,7,11,13,0
0917-5185016103,prepaid,4/16/2012,7.25,0,100,0,500,5,4/26/2019,43,CN-14,30,27,17,26,275,85,8,24,9,1,8,10,0
0917-7441601823,prepaid,07/06/2009,10.07,0,100,0,400,4,4/21/2019,48,CN-6,22,30,28,30,153,144,21,1,10,9,2,19,0
0917-3961930218,postpaid,6/19/2012,7.07,0,38,999,1037,1,5/25/2019,14,CN-7,16,12,29,29,98,48,9,26,22,5,10,5,0
0917-1717191728,prepaid,01/06/2015,4.48,0,300,0,300,2,4/20/2019,49,CN-1,24,27,8,30,172,186,28,3,28,4,18,10,5
0917-8446720657,prepaid,6/20/2015,4.02,0,30,0,111,3,5/31/2019,8,CN-1,5,3,4,0,62,156,29,6,12,3,27,3,0
0917-4614994584,postpaid,6/28/2011,8.06,0,0,599,599,1,5/25/2019,14,CN-12,2,15,30,12,283,76,25,10,22,2,28,17,5
0917-5595003532,prepaid,4/26/2019,0.12,0,20,0,172,1,4/15/2019,54,CN-20,3,1,6,0,168,152,4,26,15,3,20,2,0
0917-9371391117,prepaid,12/07/2013,5.58,0,30,0,92,3,4/15/2019,54,CN-5,2,3,1,0,177,33,22,3,24,2,12,4,7
0917-5983722876,postpaid,04/09/2010,9.3,4,61,799,860,1,5/20/2019,19,CN-3,20,4,20,25,280,44,28,9,4,10,9,9,9
0917-8096607457,postpaid,7/25/2016,2.91,5,104,799,903,1,5/18/2019,21,CN-18,1,11,1,17,227,107,13,20,8,5,29,14,8
0917-5493767522,postpaid,06/10/2017,2.02,1,0,999,999,1,06/05/2019,3,CN-7,29,26,11,17,143,258,23,16,4,7,3,24,10
0917-3147661305,prepaid,03/02/2016,3.31,0,50,0,103,1,5/15/2019,24,CN-12,1,3,4,0,185,206,1,18,17,8,2,5,9
0917-8371060265,prepaid,11/05/2016,2.62,0,100,0,500,6,04/05/2019,64,CN-24,18,16,25,11,59,76,7,7,18,8,11,9,0
0917-7634503173,prepaid,4/28/2010,9.24,0,100,0,500,5,4/14/2019,55,CN-8,22,28,16,16,211,260,16,9,25,5,3,16,0
0917-7934082704,prepaid,06/11/2017,2.02,0,30,0,195,6,4/14/2019,55,CN-13,1,1,2,0,72,199,17,17,4,3,26,27,0
0917-2544833383,prepaid,01/03/2017,2.46,0,100,0,400,3,05/07/2019,32,CN-17,19,26,24,7,144,267,7,18,17,2,13,23,0
0917-5623633467,postpaid,12/26/2018,0.45,0,22,999,1021,1,05/11/2019,28,CN-24,1,5,14,17,153,119,17,4,22,2,8,19,9
0917-3786429538,prepaid,12/03/2018,0.52,0,100,0,400,2,4/24/2019,45,CN-24,20,26,24,27,184,258,23,18,21,8,8,23,10
0917-4717353002,prepaid,10/14/2010,8.77,0,300,0,400,2,05/03/2019,36,CN-8,18,25,27,28,171,121,4,4,3,7,29,6,0
0917-8088386841,postpaid,07/10/2015,3.97,0,200,599,799,1,5/29/2019,10,CN-18,17,20,29,24,80,213,21,9,21,8,9,18,0
0917-9346424454,prepaid,11/27/2017,1.55,0,500,0,575,2,4/13/2019,56,CN-13,16,23,19,25,188,69,21,13,25,9,19,19,0
0917-4917613779,prepaid,06/06/2018,1.02,0,100,0,400,3,5/31/2019,8,CN-16,19,18,20,5,215,222,25,3,24,4,19,16,0
0917-2103758267,prepaid,01/02/2014,5.51,0,15,0,110,6,4/27/2019,42,CN-23,1,0,5,0,151,73,29,21,30,7,19,27,0
0917-7324579040,postpaid,4/29/2016,3.15,1,0,599,599,1,5/25/2019,14,CN-24,23,19,10,16,289,291,10,22,15,9,26,27,7
0917-8358215022,prepaid,1/28/2014,5.44,0,50,0,55,1,5/26/2019,13,CN-8,2,0,2,0,204,227,18,24,13,1,27,13,0
0917-5619504016,prepaid,1/21/2010,9.51,0,50,0,135,1,04/09/2019,60,CN-15,4,5,4,0,59,170,26,20,28,9,28,12,0
0917-8806387718,prepaid,04/04/2010,9.31,0,100,0,300,3,05/11/2019,28,CN-25,22,11,19,14,38,237,15,19,14,6,30,5,8
0917-2682132055,prepaid,08/01/2014,4.92,0,100,0,300,2,04/01/2019,68,CN-13,16,26,14,11,259,46,10,5,30,5,3,19,0
0917-7037664753,postpaid,4/24/2017,2.15,0,190,999,1189,1,06/02/2019,6,CN-17,3,11,28,27,65,261,19,20,27,7,13,7,0
0917-4317793290,prepaid,4/14/2013,6.24,0,50,0,141,1,06/04/2019,4,CN-11,5,3,2,0,224,261,19,7,30,5,26,25,0
0917-4291163902,prepaid,10/11/2013,5.74,0,100,0,600,3,5/23/2019,16,CN-21,13,16,29,3,280,11,21,9,14,5,23,19,0
0917-4026492748,prepaid,03/10/2011,8.37,0,100,0,300,4,4/24/2019,45,CN-8,20,12,7,0,87,48,30,14,23,4,24,28,8
0917-4958796716,prepaid,02/06/2015,4.4,0,500,0,500,2,5/27/2019,12,CN-10,22,26,19,18,268,146,5,7,11,8,2,11,0
0917-3904305252,prepaid,7/26/2010,9,0,100,0,300,3,04/01/2019,68,CN-9,24,10,15,18,134,259,23,24,13,3,13,14,0
0917-3203750874,postpaid,7/29/2009,10,0,0,599,599,1,06/03/2019,5,CN-7,23,8,2,17,33,7,19,10,26,9,23,7,0
0917-5214485019,prepaid,7/25/2015,3.93,0,100,0,200,3,4/26/2019,43,CN-16,0,4,4,0,190,120,18,15,17,5,9,7,7
0917-6288758496,prepaid,09/03/2017,1.79,0,100,0,400,5,5/26/2019,13,CN-1,22,29,16,29,2,74,18,25,7,4,4,25,9
0917-8523827754,prepaid,02/03/2019,0.35,0,20,0,86,1,5/18/2019,21,CN-16,1,2,3,0,251,280,9,22,16,1,17,22,9
0917-2998733835,prepaid,4/21/2013,6.22,0,500,0,515,2,5/15/2019,24,CN-1,29,25,13,27,87,279,22,5,8,8,5,27,10
0917-4993973337,postpaid,12/14/2017,1.5,0,200,599,799,1,5/22/2019,17,CN-17,10,3,29,12,235,35,14,11,7,4,17,9,9
0917-5311864646,postpaid,10/01/2010,8.81,0,0,599,599,1,5/13/2019,26,CN-25,5,28,3,24,27,164,19,12,30,1,24,25,0
0917-7017933944,prepaid,1/26/2015,4.43,0,50,0,92,1,05/05/2019,34,CN-17,3,2,1,0,244,103,23,4,22,7,5,23,9
0917-7323838020,prepaid,1/23/2009,10.52,0,100,0,100,2,05/03/2019,36,CN-2,4,3,1,0,211,243,27,25,19,2,8,13,0
0917-5858668621,prepaid,12/04/2010,8.63,0,300,0,400,2,4/17/2019,52,CN-4,9,19,10,6,23,145,9,23,11,2,5,10,7
0917-1511655415,postpaid,05/11/2010,9.21,1,500,799,1299,1,06/02/2019,6,CN-17,16,18,1,30,222,191,3,8,11,5,25,9,0
0917-3248428356,prepaid,5/14/2011,8.19,0,300,0,400,2,5/18/2019,21,CN-2,7,27,13,0,300,57,28,1,19,2,2,28,0
0917-8275790118,postpaid,3/22/2009,10.36,5,300,599,899,1,5/22/2019,17,CN-9,2,26,24,18,199,73,15,22,25,1,17,17,8
0917-6188346854,postpaid,2/24/2015,4.35,0,200,1299,1499,1,06/04/2019,4,CN-8,4,25,7,15,267,246,21,5,25,4,20,6,8
0917-4161719667,postpaid,03/11/2013,6.33,0,0,599,599,1,5/18/2019,21,CN-23,1,7,28,11,112,65,12,28,14,2,18,13,9
0917-8847352124,postpaid,01/12/2016,3.45,0,275,1799,2074,1,06/05/2019,3,CN-12,21,15,22,4,152,300,24,26,10,8,12,21,9
0917-7824047702,prepaid,1/14/2017,2.43,0,50,0,150,2,05/06/2019,33,CN-22,0,2,5,0,203,61,26,24,23,4,21,30,9
0917-7484262658,postpaid,9/16/2010,8.85,0,170,799,969,1,5/25/2019,14,CN-3,6,27,13,29,283,300,24,16,23,10,13,4,9
0917-6864009526,prepaid,01/06/2018,1.44,0,100,0,400,3,05/07/2019,32,CN-22,12,8,28,20,41,123,21,20,30,4,19,21,0
0917-2563297210,postpaid,5/17/2014,5.13,0,172,599,771,1,5/20/2019,19,CN-7,27,26,9,10,169,194,9,28,10,10,7,4,7
0917-6121709896,prepaid,6/22/2009,10.1,0,300,0,400,2,4/21/2019,48,CN-23,12,13,30,28,298,221,1,23,6,7,29,5,0
0917-8501520270,postpaid,06/06/2014,5.08,0,0,799,799,1,5/22/2019,17,CN-6,28,6,18,14,133,189,27,16,13,5,22,1,7
0917-6776099589,prepaid,05/05/2013,6.18,0,50,0,199,1,5/27/2019,12,CN-20,4,1,6,0,202,287,24,23,7,10,7,26,0
0917-6917342038,prepaid,2/19/2009,10.45,0,100,0,300,4,5/25/2019,14,CN-4,14,18,27,20,250,222,9,18,6,3,4,6,0
0917-5368651050,prepaid,02/02/2010,9.48,0,20,0,194,3,05/10/2019,29,CN-24,5,3,0,0,91,120,7,22,14,6,13,29,0
0917-3592472635,prepaid,2/16/2009,10.45,0,100,0,300,4,5/13/2019,26,CN-13,23,28,29,26,217,258,11,2,3,10,19,30,0
0917-8736595305,prepaid,3/16/2015,4.29,0,100,0,300,2,06/05/2019,3,CN-20,14,10,18,30,113,185,12,8,18,10,18,15,0
0917-5073231443,prepaid,2/26/2010,9.41,0,100,0,400,5,4/28/2019,41,CN-25,25,8,20,29,135,110,20,3,16,3,28,26,7
0917-6381220627,prepaid,01/12/2015,4.47,0,100,0,100,2,06/05/2019,3,CN-15,4,3,2,0,85,86,22,15,13,4,8,7,7
0917-5447957205,prepaid,10/28/2016,2.65,0,300,0,800,3,4/23/2019,46,CN-17,8,10,19,15,164,10,8,17,11,5,24,14,0
0917-7785560595,prepaid,9/22/2016,2.75,0,100,0,100,2,06/01/2019,7,CN-4,0,0,2,0,134,19,11,13,13,6,22,12,8
0917-2791418964,prepaid,2/28/2014,5.35,0,500,0,726,2,5/30/2019,9,CN-25,30,9,8,7,136,121,2,7,21,6,28,22,0
0917-8703141875,prepaid,10/05/2011,7.79,0,100,0,400,3,05/12/2019,27,CN-10,18,22,29,28,33,172,8,18,4,7,26,17,10
0917-8668291961,postpaid,1/19/2013,6.47,0,200,599,799,1,5/25/2019,14,CN-7,15,26,14,8,230,161,10,6,12,2,14,11,0
0917-4861910475,prepaid,4/17/2013,6.23,0,100,0,400,4,4/27/2019,42,CN-21,16,9,14,10,283,208,26,4,29,7,15,28,3
0917-7259343557,postpaid,01/04/2014,5.5,0,0,599,599,1,06/04/2019,4,CN-10,4,6,1,19,155,90,26,17,9,7,24,19,0
0917-4435060849,postpaid,5/31/2015,4.08,0,400,599,999,1,06/05/2019,3,CN-22,24,25,12,21,295,88,14,28,20,4,14,23,0
0917-7002411707,prepaid,10/11/2017,1.68,0,50,0,144,2,04/03/2019,66,CN-21,5,5,6,0,116,7,29,6,27,3,24,26,9
0917-6498048404,postpaid,5/31/2011,8.14,1,0,799,799,1,5/31/2019,8,CN-10,30,30,30,25,129,219,15,5,21,2,8,1,0
0917-7813076265,postpaid,7/30/2013,5.94,4,73,999,1072,1,06/03/2019,5,CN-11,19,20,28,6,91,268,4,6,30,10,15,12,0
0917-7135969941,prepaid,9/19/2010,8.84,0,300,0,500,2,4/15/2019,54,CN-20,19,10,9,7,246,6,15,3,5,4,3,7,0
0917-5407795850,prepaid,12/16/2018,0.48,0,300,0,400,2,05/01/2019,38,CN-25,22,12,9,17,201,140,19,29,22,9,12,10,3
0917-6751482108,postpaid,10/25/2014,4.69,0,82,1999,2081,1,5/18/2019,21,CN-1,15,17,26,22,120,89,12,11,29,6,17,11,0
0917-8639956185,prepaid,02/06/2019,0.34,0,100,0,300,4,5/15/2019,24,CN-6,22,30,18,8,54,73,30,23,22,1,14,7,0
0917-7627568532,postpaid,02/12/2019,0.32,4,700,799,1499,1,5/18/2019,21,CN-7,7,8,14,18,15,265,12,29,1,2,22,17,9
0917-7653233480,prepaid,9/16/2013,5.81,0,300,0,500,2,04/07/2019,62,CN-17,22,16,8,16,131,234,16,21,3,1,30,26,0
